year,total_rooms,bedrooms,n_weeks_old,living_area,other_area,total_area,monthly_contrib,n_photos,n_photos_360,other_indoor_space,located_on,own_ground,flg_missing_year,flg_missing_total_rooms,flg_missing_bedrooms,flg_missing_n_weeks_old,flg_missing_living_area,flg_missing_other_area,flg_missing_total_area,flg_missing_monthly_contrib,flg_missing_n_photos,flg_missing_n_photos_360,flg_missing_type_of_construction,flg_missing_other_indoor_space,flg_missing_located_on,flg_missing_own_ground,living_area**2,living_area*n_photos,living_area*own_ground,sqrt(living_area)*year**3,living_area**3*monthly_contrib,flg_missing_total_area*living_area,flg_missing_n_weeks_old*living_area**2,flg_missing_monthly_contrib*living_area,flg_missing_type_of_construction*own_ground,flg_missing_own_ground*flg_missing_total_rooms,flg_missing_type_of_construction*sqrt(n_photos),flg_missing_monthly_contrib*flg_missing_other_area,living_area*total_rooms,sqrt(located_on)*own_ground,flg_missing_located_on*living_area,flg_missing_n_photos_360*living_area,flg_missing_other_indoor_space*living_area**2,flg_missing_monthly_contrib*flg_missing_n_photos,flg_missing_own_ground*living_area**2,flg_missing_other_indoor_space*living_area,flg_missing_other_area*located_on,flg_missing_n_weeks_old*living_area,flg_missing_other_area*living_area**2,flg_missing_living_area*year**3,flg_missing_own_ground*n_photos,flg_missing_other_area*living_area,flg_missing_n_photos*living_area**3,flg_missing_n_photos_360*flg_missing_other_indoor_space,id,price_category,zipcode,type_of_construction,energy_label
2016.0,3.0,2.0,0.0,110.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,12100.0,1540.0,0.0,85934573505.21713,0.0,110.0,12100.0,110.0,0.0,0.0,0.0,1.0,330.0,0.0,110.0,110.0,12100.0,0.0,12100.0,110.0,0.0,110.0,12100.0,0.0,14.0,110.0,0.0,1.0,286,150K-200K,3085,Nieuwbouw,A
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,289,100K-150K,3082,0,E
1949.0,3.0,2.0,4.0,64.0,3.0,0.0,88.0,19.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4096.0,1216.0,64.0,59227786792.0,23068672.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,1.4142135623730951,0.0,64.0,4096.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,290,< 100K,3083,Bestaande bouw,E
1960.0,0.0,0.0,0.0,65.0,3.0,6.0,146.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4225.0,0.0,65.0,60705059957.092865,40095250.0,0.0,4225.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7320508075688772,0.0,65.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,274625.0,0.0,291,< 100K,3078,Bestaande bouw,E 
1933.0,4.0,2.0,20.0,95.0,2.0,0.0,0.0,15.0,11.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9025.0,1425.0,95.0,70397520789.02086,0.0,95.0,0.0,95.0,0.0,0.0,0.0,0.0,380.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292,100K-150K,3051,Bestaande bouw,G
1954.0,4.0,3.0,0.0,107.0,0.0,0.0,126.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11449.0,1284.0,0.0,77173032657.17119,154355418.0,107.0,11449.0,0.0,0.0,0.0,0.0,0.0,428.0,0.0,0.0,107.0,11449.0,0.0,0.0,107.0,1.0,107.0,11449.0,0.0,0.0,107.0,0.0,1.0,293,150K-200K,3042,Bestaande bouw,E
1950.0,2.0,1.0,24.0,50.0,2.0,5.0,0.0,19.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2500.0,950.0,50.0,52431083941.50602,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294,< 100K,3028,Bestaande bouw,E
2008.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,8100.0,0.0,90.0,76809047611.2926,0.0,90.0,8100.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,8100.0,1.0,0.0,90.0,0.0,90.0,8100.0,0.0,0.0,90.0,729000.0,1.0,295,150K-200K,3067,Bestaande bouw,A 
1959.0,4.0,3.0,24.0,105.0,14.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,11025.0,1575.0,0.0,77036750866.15639,0.0,105.0,0.0,105.0,0.0,0.0,0.0,0.0,420.0,0.0,105.0,105.0,11025.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,296,150K-200K,3043,Bestaande bouw,E
1920.0,4.0,3.0,0.0,125.0,0.0,0.0,0.0,28.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,15625.0,3500.0,125.0,79133193525.65016,0.0,125.0,15625.0,125.0,0.0,0.0,0.0,1.0,500.0,1.4142135623730951,0.0,125.0,15625.0,0.0,0.0,125.0,2.0,125.0,15625.0,0.0,0.0,125.0,0.0,1.0,297,200K-300K,3021,Bestaande bouw,G
2005.0,3.0,2.0,12.0,134.0,45.0,0.0,140.0,24.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,17956.0,3216.0,134.0,93302983259.00424,336854560.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,1.0,0.0,134.0,17956.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,299,> 300K,3054,Bestaande bouw,A
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.1622776601683795,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,301,200K-300K,3084,0,n
1955.0,5.0,4.0,2.0,168.0,11.0,5.0,0.0,36.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,28224.0,6048.0,168.0,96848952104.2243,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,840.0,0.0,168.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302,> 300K,3055,Bestaande bouw,E
1958.0,2.0,0.0,0.0,25.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,625.0,350.0,25.0,37532549560.0,0.0,25.0,625.0,25.0,0.0,0.0,0.0,1.0,50.0,1.4142135623730951,0.0,25.0,625.0,0.0,0.0,25.0,2.0,25.0,625.0,0.0,0.0,25.0,0.0,1.0,303,< 100K,3021,Bestaande bouw,E
1987.0,0.0,0.0,0.0,157.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,24649.0,0.0,157.0,98297716146.9475,0.0,0.0,24649.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,157.0,0.0,1.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,3869893.0,0.0,304,> 300K,3062,Bestaande bouw,B 
2002.0,4.0,3.0,16.0,115.0,8.0,0.0,139.0,53.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13225.0,6095.0,0.0,86048071142.3007,211401625.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0,115.0,13225.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,305,200K-300K,3077,Bestaande bouw,B
2010.0,8.0,5.0,24.0,210.0,24.0,0.0,0.0,40.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,44100.0,8400.0,210.0,117678688496.4827,0.0,210.0,0.0,210.0,0.0,0.0,0.0,0.0,1680.0,0.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306,> 300K,3045,Bestaande bouw,A
1930.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7189057000.0,0.0,0.0,0.0,1.0,307,< 100K,3081,Bestaande bouw,G
2005.0,6.0,3.0,24.0,114.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,12996.0,3876.0,114.0,86058853607.74495,0.0,114.0,0.0,114.0,0.0,0.0,0.0,1.0,684.0,0.0,114.0,114.0,12996.0,0.0,0.0,114.0,0.0,0.0,12996.0,0.0,0.0,114.0,0.0,1.0,308,200K-300K,3086,Bestaande bouw,A
1928.0,3.0,2.0,0.0,60.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3600.0,1440.0,60.0,55513257698.497116,0.0,60.0,3600.0,60.0,0.0,0.0,0.0,1.0,180.0,0.0,60.0,60.0,3600.0,0.0,0.0,60.0,0.0,60.0,3600.0,0.0,0.0,60.0,0.0,1.0,309,150K-200K,3064,Bestaande bouw,F
2004.0,4.0,3.0,8.0,125.0,6.0,0.0,0.0,15.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,15625.0,1875.0,125.0,89980449442.7625,0.0,125.0,0.0,125.0,0.0,0.0,0.0,0.0,500.0,1.7320508075688772,0.0,125.0,15625.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,310,200K-300K,3072,Bestaande bouw,B
1964.0,3.0,2.0,0.0,72.0,0.0,0.0,200.0,16.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5184.0,1152.0,72.0,64282195098.91578,74649600.0,72.0,5184.0,0.0,0.0,0.0,0.0,0.0,216.0,1.4142135623730951,0.0,72.0,5184.0,0.0,0.0,72.0,2.0,72.0,5184.0,0.0,0.0,72.0,0.0,1.0,311,150K-200K,3062,Bestaande bouw,E
2016.0,4.0,2.0,24.0,119.0,13.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,14161.0,595.0,0.0,89380970106.98866,0.0,119.0,0.0,119.0,0.0,0.0,0.0,0.0,476.0,0.0,0.0,119.0,14161.0,0.0,14161.0,119.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,312,200K-300K,3053,Nieuwbouw,n
2005.0,2.0,1.0,0.0,99.0,0.0,0.0,0.0,12.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9801.0,1188.0,0.0,80197481155.68352,0.0,99.0,9801.0,99.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,99.0,9801.0,0.0,0.0,99.0,7.0,99.0,9801.0,0.0,0.0,99.0,0.0,1.0,313,150K-200K,3071,Bestaande bouw,A
1966.0,4.0,2.0,0.0,85.0,2.0,0.0,162.0,22.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7225.0,1870.0,85.0,70058365915.14803,99488250.0,85.0,7225.0,0.0,0.0,0.0,0.0,0.0,340.0,3.4641016151377544,0.0,85.0,7225.0,0.0,0.0,85.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,1.0,315,150K-200K,3052,Bestaande bouw,E
1985.0,5.0,4.0,4.0,120.0,6.0,158.0,0.0,34.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14400.0,4080.0,0.0,85678559531.58798,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,600.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316,200K-300K,3067,Bestaande bouw,C
2002.0,4.0,3.0,0.0,140.0,0.0,0.0,192.0,29.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,19600.0,4060.0,0.0,94941532425.66951,526848000.0,140.0,19600.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,0.0,140.0,19600.0,0.0,0.0,140.0,3.0,140.0,19600.0,0.0,0.0,140.0,0.0,1.0,318,200K-300K,3071,Bestaande bouw,B
1904.0,10.0,8.0,0.0,246.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,60516.0,8610.0,246.0,108260090473.44707,0.0,246.0,60516.0,246.0,0.0,0.0,0.0,1.0,2460.0,0.0,246.0,246.0,60516.0,0.0,0.0,246.0,0.0,246.0,60516.0,0.0,0.0,246.0,0.0,1.0,319,> 300K,3021,Bestaande bouw,E
1991.0,4.0,3.0,0.0,112.0,17.0,0.0,0.0,28.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,12544.0,3136.0,112.0,83526213013.22488,0.0,112.0,12544.0,112.0,0.0,0.0,0.0,0.0,448.0,0.0,112.0,112.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,320,> 300K,3065,Bestaande bouw,C
1999.0,4.0,3.0,0.0,105.0,0.0,0.0,106.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11025.0,1575.0,0.0,81852704189.94292,122708250.0,105.0,11025.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,105.0,11025.0,0.0,0.0,105.0,1.0,105.0,11025.0,0.0,0.0,105.0,0.0,1.0,322,200K-300K,3054,Bestaande bouw,C
1966.0,0.0,0.0,0.0,72.0,0.0,0.0,115.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5184.0,0.0,0.0,64478776599.3318,42923520.0,72.0,5184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5184.0,0.0,0.0,72.0,1.0,72.0,5184.0,0.0,0.0,72.0,373248.0,1.0,323,100K-150K,3066,Bestaande bouw,D 
1947.0,4.0,2.0,24.0,66.0,3.0,0.0,86.0,13.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4356.0,858.0,66.0,59961131872.54538,24724656.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,1.4142135623730951,0.0,66.0,4356.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,324,< 100K,3083,Bestaande bouw,E
1948.0,3.0,2.0,0.0,81.0,0.0,0.0,121.0,28.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6561.0,2268.0,81.0,66528750528.0,64304361.0,81.0,6561.0,0.0,0.0,0.0,0.0,0.0,243.0,1.7320508075688772,0.0,81.0,6561.0,0.0,0.0,81.0,3.0,81.0,6561.0,0.0,0.0,81.0,0.0,1.0,325,< 100K,3082,Bestaande bouw,F
1936.0,2.0,1.0,0.0,56.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3136.0,672.0,56.0,54301280680.105,0.0,56.0,3136.0,56.0,0.0,0.0,0.0,1.0,112.0,0.0,0.0,0.0,3136.0,0.0,0.0,56.0,0.0,56.0,3136.0,0.0,0.0,56.0,0.0,0.0,326,100K-150K,3043,Bestaande bouw,C
1934.0,3.0,2.0,0.0,75.0,0.0,0.0,181.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5625.0,1200.0,75.0,62646965715.92058,76359375.0,75.0,5625.0,0.0,0.0,0.0,0.0,0.0,225.0,1.0,0.0,75.0,5625.0,0.0,0.0,75.0,1.0,75.0,5625.0,0.0,0.0,75.0,0.0,1.0,327,150K-200K,3039,Bestaande bouw,G
1929.0,6.0,5.0,24.0,149.0,13.0,30.0,0.0,26.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22201.0,3874.0,149.0,87617290161.891,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,894.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328,200K-300K,3076,Bestaande bouw,G
2009.0,4.0,3.0,0.0,123.0,0.0,0.0,113.0,31.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,15129.0,3813.0,123.0,89927468079.71078,210277971.0,123.0,15129.0,0.0,0.0,0.0,0.0,0.0,492.0,2.449489742783178,0.0,123.0,15129.0,0.0,0.0,123.0,6.0,123.0,15129.0,0.0,0.0,123.0,0.0,1.0,329,150K-200K,3074,Bestaande bouw,A
1937.0,3.0,2.0,0.0,64.0,0.0,0.0,50.0,27.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4096.0,1728.0,64.0,58140511624.0,13107200.0,64.0,4096.0,0.0,0.0,0.0,0.0,0.0,192.0,1.0,0.0,64.0,4096.0,0.0,0.0,64.0,1.0,64.0,4096.0,0.0,0.0,64.0,0.0,1.0,330,150K-200K,3039,Bestaande bouw,C
1998.0,4.0,3.0,0.0,135.0,1.0,7.0,0.0,25.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18225.0,3375.0,135.0,92673024269.90039,0.0,0.0,18225.0,135.0,0.0,0.0,0.0,0.0,540.0,2.23606797749979,0.0,135.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,331,> 300K,3061,Bestaande bouw,C
1931.0,3.0,2.0,0.0,85.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7225.0,1530.0,85.0,66382909651.34149,0.0,85.0,7225.0,85.0,0.0,0.0,0.0,1.0,255.0,1.4142135623730951,0.0,85.0,7225.0,0.0,0.0,85.0,2.0,85.0,7225.0,0.0,0.0,85.0,0.0,1.0,332,< 100K,3082,Bestaande bouw,n
1941.0,3.0,2.0,0.0,58.0,4.0,0.0,91.0,26.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3364.0,1508.0,58.0,55691716405.18398,17755192.0,58.0,3364.0,0.0,0.0,0.0,0.0,0.0,174.0,1.0,0.0,58.0,3364.0,0.0,0.0,58.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,1.0,333,< 100K,3083,Bestaande bouw,E
1958.0,3.0,1.0,20.0,95.0,0.0,0.0,105.0,28.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9025.0,2660.0,95.0,73164408359.53403,90024375.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,1.7320508075688772,0.0,95.0,9025.0,0.0,0.0,95.0,3.0,0.0,9025.0,0.0,0.0,95.0,0.0,1.0,334,100K-150K,3053,Bestaande bouw,E
1979.0,0.0,0.0,0.0,62.0,0.0,0.0,124.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3844.0,0.0,0.0,61028574711.49123,29552672.0,62.0,3844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,3844.0,0.0,0.0,62.0,4.0,62.0,3844.0,0.0,0.0,62.0,238328.0,1.0,335,100K-150K,3063,Bestaande bouw,D 
2012.0,4.0,3.0,0.0,100.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,10000.0,3500.0,100.0,81448657280.0,0.0,100.0,10000.0,100.0,0.0,0.0,0.0,1.0,400.0,0.0,100.0,100.0,10000.0,0.0,0.0,100.0,0.0,100.0,10000.0,0.0,0.0,100.0,0.0,1.0,336,200K-300K,3076,Bestaande bouw,A
1961.0,4.0,3.0,0.0,78.0,0.0,0.0,116.0,15.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6084.0,1170.0,78.0,66600897603.624626,55048032.0,78.0,6084.0,0.0,0.0,0.0,0.0,0.0,312.0,1.7320508075688772,0.0,78.0,6084.0,0.0,0.0,78.0,3.0,78.0,6084.0,0.0,0.0,78.0,0.0,1.0,337,100K-150K,3053,Bestaande bouw,E
1954.0,2.0,1.0,0.0,51.0,0.0,0.0,0.0,25.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2601.0,1275.0,0.0,53279331393.03841,0.0,51.0,2601.0,51.0,0.0,0.0,0.0,1.0,102.0,0.0,0.0,0.0,2601.0,0.0,2601.0,51.0,0.0,51.0,2601.0,0.0,25.0,51.0,0.0,0.0,338,100K-150K,3053,Bestaande bouw,E
1938.0,3.0,2.0,0.0,48.0,5.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2304.0,864.0,48.0,50429183533.3627,0.0,48.0,2304.0,48.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,48.0,2304.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,339,< 100K,3083,Bestaande bouw,G
1934.0,2.0,1.0,0.0,74.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5476.0,1184.0,74.0,62227917763.9177,0.0,74.0,5476.0,74.0,0.0,0.0,0.0,1.0,148.0,0.0,0.0,74.0,5476.0,0.0,0.0,74.0,0.0,74.0,5476.0,0.0,0.0,74.0,0.0,1.0,340,150K-200K,3051,Bestaande bouw,G
2008.0,6.0,5.0,0.0,139.0,8.0,0.0,0.0,19.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,19321.0,2641.0,139.0,95454965617.79974,0.0,139.0,19321.0,139.0,0.0,0.0,0.0,0.0,834.0,1.4142135623730951,0.0,139.0,19321.0,0.0,0.0,139.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,1.0,341,200K-300K,3027,Bestaande bouw,A
1964.0,3.0,2.0,24.0,67.0,6.0,0.0,101.0,19.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4489.0,1273.0,0.0,62010017184.86586,30377063.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,4489.0,0.0,4489.0,67.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,342,< 100K,3079,Bestaande bouw,D
0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,343,100K-150K,3082,0,G
0.0,2.0,1.0,0.0,50.0,3.0,0.0,70.0,20.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2500.0,1000.0,50.0,0.0,8750000.0,50.0,2500.0,0.0,0.0,0.0,0.0,0.0,100.0,1.7320508075688772,0.0,50.0,2500.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,345,< 100K,3083,Bestaande bouw,F
