year,total_rooms,bedrooms,n_weeks_old,living_area,other_area,total_area,monthly_contrib,n_photos,n_photos_360,other_indoor_space,located_on,own_ground,flg_missing_year,flg_missing_total_rooms,flg_missing_bedrooms,flg_missing_n_weeks_old,flg_missing_living_area,flg_missing_other_area,flg_missing_total_area,flg_missing_monthly_contrib,flg_missing_n_photos,flg_missing_n_photos_360,flg_missing_type_of_construction,flg_missing_other_indoor_space,flg_missing_located_on,flg_missing_own_ground,bedrooms**2,bedrooms**3,n_photos**3,located_on**3,living_area**2,total_rooms**3,sqrt(other_area),sqrt(located_on),monthly_contrib**2,sqrt(other_indoor_space),other_indoor_space**3,other_area**2,total_area**3,id,price_category,zipcode,type_of_construction,energy_label
1925.0,3.0,2.0,0.0,82.0,4.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,8.0,3375.0,0.0,6724.0,27.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,629,100K-150K,3028,Bestaande bouw,G
1965.0,3.0,2.0,2.0,70.0,3.0,0.0,115.0,24.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,8.0,13824.0,64.0,4900.0,27.0,1.7320508075688772,2.0,13225.0,0.0,0.0,9.0,0.0,630,< 100K,3079,Bestaande bouw,E
1998.0,3.0,2.0,24.0,133.0,0.0,0.0,0.0,21.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,9261.0,8.0,17689.0,27.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,631,200K-300K,3053,Bestaande bouw,C
1935.0,4.0,3.0,0.0,120.0,0.0,0.0,0.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,27.0,15625.0,1.0,14400.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,634,> 300K,3063,Bestaande bouw,G
1928.0,4.0,3.0,0.0,110.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,9.0,27.0,12167.0,0.0,12100.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635,200K-300K,3076,Bestaande bouw,G
1928.0,3.0,2.0,6.0,60.0,6.0,0.0,0.0,24.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,8.0,13824.0,0.0,3600.0,27.0,2.449489742783178,0.0,0.0,0.0,0.0,36.0,0.0,636,150K-200K,3064,Bestaande bouw,F
1937.0,4.0,2.0,3.0,120.0,5.0,0.0,104.0,31.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,8.0,29791.0,0.0,14400.0,64.0,2.23606797749979,0.0,10816.0,0.0,0.0,25.0,0.0,637,> 300K,3015,Bestaande bouw,D
1966.0,4.0,3.0,24.0,67.0,3.0,0.0,115.0,24.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,27.0,13824.0,27.0,4489.0,64.0,1.7320508075688772,1.7320508075688772,13225.0,0.0,0.0,9.0,0.0,638,100K-150K,3079,Bestaande bouw,E
1984.0,5.0,4.0,0.0,105.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,16.0,64.0,8000.0,0.0,11025.0,125.0,2.449489742783178,0.0,0.0,0.0,0.0,36.0,0.0,639,150K-200K,3077,Bestaande bouw,C
2005.0,3.0,2.0,12.0,88.0,24.0,0.0,159.0,18.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,8.0,5832.0,512.0,7744.0,27.0,4.898979485566356,2.8284271247461903,25281.0,0.0,0.0,576.0,0.0,641,150K-200K,3077,Bestaande bouw,B
1913.0,2.0,1.0,0.0,70.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,17576.0,0.0,4900.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642,100K-150K,3064,Bestaande bouw,C
2009.0,5.0,3.0,0.0,150.0,7.0,0.0,0.0,25.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,27.0,15625.0,0.0,22500.0,125.0,2.6457513110645907,0.0,0.0,0.0,0.0,49.0,0.0,643,> 300K,3059,Bestaande bouw,A
1999.0,3.0,2.0,3.0,100.0,2.0,0.0,121.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,10648.0,0.0,10000.0,27.0,1.4142135623730951,0.0,14641.0,1.4142135623730951,8.0,4.0,0.0,644,> 300K,3054,Bestaande bouw,C
1951.0,3.0,2.0,6.0,59.0,3.0,0.0,106.0,20.0,7.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,8.0,8000.0,27.0,3481.0,27.0,1.7320508075688772,1.7320508075688772,11236.0,0.0,0.0,9.0,0.0,645,< 100K,3028,Bestaande bouw,E
1934.0,4.0,2.0,0.0,75.0,0.0,0.0,42.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,42875.0,0.0,5625.0,64.0,0.0,0.0,1764.0,0.0,0.0,0.0,0.0,646,200K-300K,3038,Bestaande bouw,G
1985.0,3.0,2.0,0.0,75.0,0.0,0.0,116.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,8.0,12167.0,0.0,5625.0,27.0,0.0,0.0,13456.0,0.0,0.0,0.0,0.0,647,100K-150K,3011,Bestaande bouw,B
2002.0,4.0,3.0,0.0,125.0,0.0,0.0,158.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,27.0,8000.0,1.0,15625.0,64.0,0.0,1.0,24964.0,0.0,0.0,0.0,0.0,648,200K-300K,3071,Bestaande bouw,B
1933.0,4.0,3.0,0.0,94.0,0.0,0.0,165.0,34.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,27.0,39304.0,8.0,8836.0,64.0,0.0,1.4142135623730951,27225.0,0.0,0.0,0.0,0.0,650,200K-300K,3039,Bestaande bouw,n
1965.0,4.0,3.0,0.0,73.0,0.0,0.0,133.0,20.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,27.0,8000.0,8.0,5329.0,64.0,0.0,1.4142135623730951,17689.0,0.0,0.0,0.0,0.0,653,< 100K,3079,Bestaande bouw,C
0.0,4.0,3.0,24.0,230.0,45.0,22.0,0.0,18.0,0.0,45.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,27.0,5832.0,0.0,52900.0,64.0,6.708203932499369,0.0,0.0,6.708203932499369,91125.0,2025.0,10648.0,654,> 300K,3054,Bestaande bouw,G
2001.0,6.0,4.0,0.0,209.0,24.0,8.0,0.0,29.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,16.0,64.0,24389.0,0.0,43681.0,216.0,4.898979485566356,0.0,0.0,4.898979485566356,13824.0,576.0,512.0,655,> 300K,3065,Bestaande bouw,B
2002.0,5.0,4.0,0.0,146.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,16.0,64.0,35937.0,0.0,21316.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656,> 300K,3059,Bestaande bouw,A
1957.0,3.0,2.0,24.0,57.0,2.0,4.0,42.0,11.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,1331.0,1.0,3249.0,27.0,1.4142135623730951,1.0,1764.0,1.4142135623730951,8.0,4.0,64.0,658,< 100K,3083,Bestaande bouw,E
1954.0,4.0,3.0,24.0,63.0,5.0,0.0,0.0,12.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,27.0,1728.0,8.0,3969.0,64.0,2.23606797749979,1.4142135623730951,0.0,0.0,0.0,25.0,0.0,659,< 100K,3083,Bestaande bouw,E
1961.0,6.0,5.0,0.0,164.0,2.0,0.0,0.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,25.0,125.0,85184.0,0.0,26896.0,216.0,1.4142135623730951,0.0,0.0,0.0,0.0,4.0,0.0,661,200K-300K,3078,Bestaande bouw,E
1934.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662,< 100K,3082,Bestaande bouw,G
2017.0,5.0,3.0,0.0,137.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,9.0,27.0,729.0,0.0,18769.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,> 300K,3061,Nieuwbouw,A
2000.0,3.0,2.0,0.0,100.0,0.0,0.0,0.0,31.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,29791.0,125.0,10000.0,27.0,0.0,2.23606797749979,0.0,0.0,0.0,0.0,0.0,664,150K-200K,3086,Bestaande bouw,B
1953.0,3.0,2.0,0.0,74.0,0.0,0.0,0.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,8.0,6859.0,8.0,5476.0,27.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,665,< 100K,3082,Bestaande bouw,E
0.0,3.0,2.0,0.0,76.0,0.0,0.0,170.0,20.0,6.0,0.0,11.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,8.0,8000.0,1331.0,5776.0,27.0,0.0,3.3166247903554,28900.0,0.0,0.0,0.0,0.0,666,200K-300K,3011,Bestaande bouw,A
0.0,6.0,5.0,0.0,120.0,8.0,24.0,0.0,27.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,25.0,125.0,19683.0,0.0,14400.0,216.0,2.8284271247461903,0.0,0.0,2.8284271247461903,512.0,64.0,13824.0,667,200K-300K,3079,Bestaande bouw,F
1921.0,6.0,3.0,0.0,186.0,24.0,0.0,0.0,25.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,27.0,15625.0,0.0,34596.0,216.0,4.898979485566356,0.0,0.0,0.0,0.0,576.0,0.0,669,> 300K,3055,Bestaande bouw,G
1939.0,4.0,3.0,24.0,65.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,9.0,27.0,1728.0,0.0,4225.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671,100K-150K,3082,Bestaande bouw,E
1950.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672,< 100K,3028,Bestaande bouw,E
1937.0,4.0,3.0,24.0,110.0,5.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,9.0,27.0,4913.0,0.0,12100.0,64.0,2.23606797749979,0.0,0.0,0.0,0.0,25.0,0.0,673,200K-300K,3078,Bestaande bouw,F
1957.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675,150K-200K,3061,Bestaande bouw,E
1941.0,5.0,4.0,8.0,140.0,4.0,0.0,0.0,34.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,64.0,39304.0,0.0,19600.0,125.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,676,200K-300K,3078,Bestaande bouw,G
2010.0,4.0,3.0,0.0,114.0,0.0,0.0,156.0,33.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,27.0,35937.0,8.0,12996.0,64.0,0.0,1.4142135623730951,24336.0,0.0,0.0,0.0,0.0,677,200K-300K,3059,Bestaande bouw,A
2006.0,3.0,2.0,0.0,106.0,0.0,0.0,43.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,8.0,27000.0,0.0,11236.0,27.0,0.0,0.0,1849.0,0.0,0.0,0.0,0.0,678,150K-200K,3025,Bestaande bouw,A
1973.0,4.0,2.0,2.0,85.0,10.0,0.0,227.0,27.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,19683.0,216.0,7225.0,64.0,3.1622776601683795,2.449489742783178,51529.0,0.0,0.0,100.0,0.0,680,100K-150K,3068,Bestaande bouw,E
1972.0,5.0,2.0,0.0,145.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,8.0,1331.0,0.0,21025.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681,150K-200K,3068,Bestaande bouw,C
0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682,< 100K,3081,0,E
1972.0,6.0,5.0,0.0,136.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,25.0,125.0,29791.0,0.0,18496.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684,200K-300K,3068,Bestaande bouw,C
1930.0,3.0,2.0,0.0,95.0,0.0,0.0,110.0,27.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,19683.0,8.0,9025.0,27.0,0.0,1.4142135623730951,12100.0,0.0,0.0,0.0,0.0,685,200K-300K,3054,Bestaande bouw,G
1991.0,3.0,2.0,0.0,98.0,0.0,0.0,174.0,35.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,42875.0,343.0,9604.0,27.0,0.0,2.6457513110645907,30276.0,0.0,0.0,0.0,0.0,686,200K-300K,3063,Bestaande bouw,C
1950.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687,< 100K,3083,Bestaande bouw,E
2009.0,4.0,2.0,0.0,134.0,0.0,0.0,82.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,24389.0,0.0,17956.0,64.0,0.0,0.0,6724.0,0.0,0.0,0.0,0.0,688,> 300K,3024,Bestaande bouw,A
1925.0,4.0,2.0,0.0,100.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,8.0,27000.0,0.0,10000.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690,> 300K,3053,Bestaande bouw,G
1936.0,3.0,2.0,0.0,85.0,0.0,0.0,113.0,27.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,19683.0,1.0,7225.0,27.0,0.0,1.0,12769.0,0.0,0.0,0.0,0.0,691,150K-200K,3038,Bestaande bouw,n
1927.0,6.0,5.0,0.0,160.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,25.0,125.0,79507.0,0.0,25600.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694,> 300K,3051,Bestaande bouw,F
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696,< 100K,3031,Bestaande bouw,n
1983.0,6.0,4.0,3.0,110.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,16.0,64.0,27000.0,0.0,12100.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697,150K-200K,3069,Bestaande bouw,C
1937.0,6.0,5.0,0.0,125.0,0.0,0.0,36.0,38.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,125.0,54872.0,1.0,15625.0,216.0,0.0,1.0,1296.0,0.0,0.0,0.0,0.0,698,> 300K,3062,Bestaande bouw,G
1977.0,3.0,2.0,0.0,70.0,6.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,1331.0,1.0,4900.0,27.0,2.449489742783178,1.0,0.0,0.0,0.0,36.0,0.0,699,< 100K,3082,Bestaande bouw,B
1936.0,5.0,3.0,0.0,107.0,0.0,0.0,96.0,27.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,27.0,19683.0,8.0,11449.0,125.0,0.0,1.4142135623730951,9216.0,0.0,0.0,0.0,0.0,700,200K-300K,3039,Bestaande bouw,n
1925.0,2.0,1.0,0.0,45.0,6.0,0.0,0.0,21.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9261.0,0.0,2025.0,8.0,2.449489742783178,0.0,0.0,0.0,0.0,36.0,0.0,701,< 100K,3064,Bestaande bouw,n
1951.0,1.0,1.0,0.0,66.0,0.0,0.0,0.0,14.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2744.0,64.0,4356.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,703,< 100K,3025,Bestaande bouw,E
1897.0,3.0,2.0,0.0,66.0,0.0,0.0,94.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,2197.0,8.0,4356.0,27.0,0.0,1.4142135623730951,8836.0,0.0,0.0,0.0,0.0,704,< 100K,3071,Bestaande bouw,G
1961.0,3.0,2.0,0.0,65.0,4.0,0.0,0.0,16.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,8.0,4096.0,216.0,4225.0,27.0,2.0,2.449489742783178,0.0,0.0,0.0,16.0,0.0,706,< 100K,3078,Bestaande bouw,D
2011.0,5.0,4.0,3.0,170.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,16.0,64.0,32768.0,0.0,28900.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707,> 300K,3034,Bestaande bouw,A
2004.0,3.0,2.0,24.0,170.0,44.0,0.0,242.0,19.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,6859.0,125.0,28900.0,27.0,6.6332495807108,2.23606797749979,58564.0,0.0,0.0,1936.0,0.0,708,> 300K,3059,Bestaande bouw,B
1930.0,2.0,1.0,0.0,55.0,4.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,8000.0,0.0,3025.0,8.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,709,< 100K,3028,Bestaande bouw,G
1964.0,3.0,2.0,7.0,67.0,5.0,0.0,0.0,32.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,32768.0,27.0,4489.0,27.0,2.23606797749979,1.7320508075688772,0.0,0.0,0.0,25.0,0.0,710,100K-150K,3079,Bestaande bouw,E
1900.0,4.0,3.0,0.0,98.0,0.0,0.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,27.0,27000.0,0.0,9604.0,64.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,711,200K-300K,3014,Bestaande bouw,G
1913.0,0.0,0.0,0.0,97.0,9.0,15.0,142.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,9409.0,0.0,3.0,1.4142135623730951,20164.0,3.0,729.0,81.0,3375.0,712,200K-300K,3024,Bestaande bouw,B 
1937.0,2.0,1.0,24.0,62.0,2.0,0.0,75.0,20.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,8000.0,1.0,3844.0,8.0,1.4142135623730951,1.0,5625.0,0.0,0.0,4.0,0.0,713,100K-150K,3038,Bestaande bouw,D
1959.0,2.0,1.0,0.0,60.0,0.0,0.0,0.0,29.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,24389.0,8.0,3600.0,8.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,714,100K-150K,3052,Bestaande bouw,E
1977.0,3.0,2.0,8.0,111.0,1.0,19.0,0.0,22.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,10648.0,125.0,12321.0,27.0,1.0,2.23606797749979,0.0,1.0,1.0,1.0,6859.0,715,200K-300K,3063,Bestaande bouw,D
2016.0,5.0,4.0,24.0,195.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,16.0,64.0,27.0,0.0,38025.0,125.0,1.7320508075688772,0.0,0.0,0.0,0.0,9.0,0.0,716,> 300K,3044,Bestaande bouw,n
1923.0,4.0,2.0,0.0,130.0,8.0,0.0,0.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,8.0,157464.0,0.0,16900.0,64.0,2.8284271247461903,0.0,0.0,0.0,0.0,64.0,0.0,717,> 300K,3053,Bestaande bouw,C
1979.0,5.0,4.0,24.0,125.0,3.0,0.0,0.0,26.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,16.0,64.0,17576.0,0.0,15625.0,125.0,1.7320508075688772,0.0,0.0,1.7320508075688772,27.0,9.0,0.0,718,200K-300K,3067,Bestaande bouw,C
1962.0,2.0,1.0,16.0,57.0,9.0,0.0,110.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,15625.0,1.0,3249.0,8.0,3.0,1.0,12100.0,0.0,0.0,81.0,0.0,719,< 100K,3076,Bestaande bouw,E
